id,adult,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
659,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,tt0078875,de,Die Blechtrommel,"Oskar Matzerath, son of a local dealer, is a most unusual boy. Equipped with full intellect right from his birth he decides at his third birthday not to grow up as he sees the crazy world around him at the eve of World War II. So he refuses the society and his tin drum symbolizes his protest against the middle-class mentality of his family and neighborhood, which stand for all passive people in Nazi Germany at that time. However, (almost) nobody listens to him, so the catastrophe goes on...",5.614456,/bHKwTyB7iAsXt0EpZN1iNA34bPs.jpg,"[{'name': 'Jadran Film', 'id': 168}, {'name': 'Artemis Film', 'id': 1521}, {'name': 'Franz Seitz Filmproduktion', 'id': 1548}, {'name': 'Bioskop Film', 'id': 5982}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Film Polski', 'id': 12838}, {'name': 'Hallelujah Films', 'id': 59351}, {'name': 'GGB-14', 'id': 59352}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'HR', 'name': 'Croatia'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'FR', 'name': 'France'}]",5/2/1979,0,142,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"A savage, sweeping epic of society in chaos.",The Tin Drum,FALSE,7,93
30892,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,tt0069198,en,The Ruling Class,"A member of the House of Lords dies in a shockingly silly way, leaving his estate to his son. Unfortunately, his son is insane: he thinks he is Jesus Christ. The other somewhat-more respectable members of their family plot to steal the estate from him. Murder and mayhem ensues.",2.186663,/4TV1qeDMRHwrRudBIMkEF9KHWe4.jpg,"[{'name': 'Keep Films', 'id': 3862}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",9/13/1972,0,154,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Ruling Class,FALSE,6.8,29
86369,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,tt0110521,fr,Mina Tannenbaum,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,0.400813,/eSVhYvv822QJVFhTQblTJT9KeZc.jpg,"[{'name': 'UGC PH', 'id': 23932}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",3/2/1994,0,0,[],Released,,Mina Tannenbaum,FALSE,4.8,3
8074,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0060304,fr,Deux ou trois choses que je sais d'elle,The story of a housewife who must work the streets to earn an extra living - and who becomes the starting point for a larger socio-political essay.,7.273791,/i1gpu7tlXsOVhhRdPIxCNphYJV0.jpg,"[{'name': 'Les Films du Carrosse', 'id': 53}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Anouchka Films', 'id': 14679}, {'name': 'Parc Film', 'id': 14680}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",3/17/1967,0,100,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,2 or 3 Things I Know About Her,FALSE,7,33
124676,FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,tt0115715,en,The Bloody Child,"This film was inspired by a real event—a young US Marine, recently back from the Gulf War, was found digging a grave for his murdered wife in the middle of the California Mojave.",0.001287,/l4dBLjL55nlHglvasj3kSLoxaTV.jpg,[],[],10/26/1996,0,85,[],Released,An interior of violence.,The Bloody Child,FALSE,0,0
38554,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,tt0116059,en,Dear God,"When letters written to God start getting results, and replies, people everywhere are amazed. The Post Office however is annoyed.",1.952957,/AtIPkAYiQ3GrrX2feGj51NOXs5c.jpg,"[{'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/1/1996,0,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Many people write to God. Somebody is answering.,Dear God,FALSE,5.1,17
49763,FALSE,,7000000,"[{'id': 27, 'name': 'Horror'}]",,tt0115610,en,Bad Moon,"One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse.",2.661026,/ivjPm80ZT4MXO1DifALrP0GkOBZ.jpg,"[{'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/1/1996,1100000,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Half man.  Half wolf.  Total terror.,Bad Moon,FALSE,5.7,33
41326,FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,tt0099028,en,American Dream,"Chronicles the six-month strike at Hormel in Austin, Minnesota, in 1985-86. The local union, P-9 of the Food and Commercial Workers, overwhelmingly rejects a contract offer with a $2/hour wage cut. They strike and hire a New York consultant to manage a national media campaign against Hormel. Despite support from P-9's rank and file, FCWU's international disagrees with the strategy. In addition to union-company tension, there's union-union in-fighting. Hormel holds firm; scabs, replacement workers, brothers on opposite sides, a union coup d'état, and a new contract materialize. The film asks, was it worth it, or was the strike a long-term disaster for organized labor?",0.075885,/oi2vKZROaDoJpt1vvKXeQOTKlNK.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/28/1990,269823,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The award-winning film of American lives, American courage, and the...",American Dream,FALSE,6,2
36555,FALSE,"{'id': 153948, 'name': 'Best of the Best Collection', 'poster_path': '/lRzylBJXIPsFxiTztxLNYhiZ4GK.jpg', 'backdrop_path': '/orC5lXKZTsitJguQFVxJcEhcTc.jpg'}",0,"[{'id': 28, 'name': 'Action'}]",,tt0112483,en,Best of the Best 3: No Turning Back,"Tommy Lee (Phillip Rhee) comes to visit his sister and finds that the town is being overrun with members of the Arian brotherhood. These Arian brothers certainly weren't expecting a Taekwondo expert to show up. Tommy and his sister's husband played by Christopher Mcdonald team up to stop the racism. whats better than watching neo-nazis get the crap kicked out of them? when the person kicking the crap out of them is dressed like homie the killer clown, complete with big red shoes and a foam nose. and thats just ONE of the MANY many many many many many cinematic jewels contained within this action packed blessing to the silver screen.this is the best worst martial arts film since sonny chiba's street fighter! you don't believe me? see for yourself namby-pants and check out the best of the best 3. now!!!",1.567945,/iZIgaTii38fOSmUXnKYx1JaLZXx.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/17/1995,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Best of the Best 3: No Turning Back,FALSE,5.8,13
10608,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0103850,en,Bob Roberts,"Mock documentary about an upstart candidate for the U.S. Senate written and directed by actor Tim Robbins. Bob Roberts is a folksinger with a difference: He offers tunes that protest welfare chiselers, liberal whining, and the like. As the filmmakers follow his campaign, Robbins gives needle-sharp insight into the way candidates manipulate the media.",3.041772,/gDJt4SGJQ0c2wCyDVghCRoRMxgo.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/4/1992,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Vote first.  Ask questions later.,Bob Roberts,FALSE,6.5,44
11216,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0095765,it,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",14.177005,/xKAweeF2ZPMNn6ce4GclSbr59Pv.jpg,"[{'name': 'Rai Tre Radiotelevisione Italiana', 'id': 10209}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",11/17/1988,11990401,124,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"A celebration of youth, friendship, and the everlasting magic of the movies.",Cinema Paradiso,FALSE,8.2,834
7452,FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt0097108,en,"The Cook, the Thief, His Wife & Her Lover","The wife of a barbaric crime boss engages in a secretive romance with a gentle bookseller between meals at her husband's restaurant. Food, colour coding, sex, murder, torture and cannibalism are the exotic fare in this beautifully filmed but brutally uncompromising modern fable which has been interpreted as an allegory for Thatcherism.",5.970136,/aDgKRKZD4ntHriXoqKfXxtvvSB5.jpg,"[{'name': 'Elsevira', 'id': 2238}, {'name': 'Erbograph Co.', 'id': 2240}, {'name': 'Vendex', 'id': 2241}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}]",9/10/1989,0,125,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lust...Murder...Dessert. Bon Appetit!,"The Cook, the Thief, His Wife & Her Lover",FALSE,7.3,137
64567,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,tt0109942,fr,Grosse fatigue,"Stressed and overworked, famous French movie star Michel Blanc (Michel Blanc) is beginning to wear down, physically and mentally, from the pressure and demands of fame. Already in a fragile state of mind, strange events start to transpire all around him, and he gradually loses his grip. Taking the advice of a psychiatrist, Blanc retreats to the countryside with his friend, Carole Bouquet (Carole Bouquet), but Blanc still has not managed to escape all of his problems.",0.665616,/ga5rXdPnL0gcglMAIvOy7VayBGk.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",5/18/1994,0,0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Dead Tired,FALSE,5.6,9
892,FALSE,,4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",,tt0101700,fr,Delicatessen,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.,12.565447,/nD4v80ggEmqXFZtaLDSHA2vxZoR.jpg,"[{'name': 'Hachette Première', 'id': 582}, {'name': 'Sofinergie Films', 'id': 14755}, {'name': 'Fondation GAN pour le Cinéma', 'id': 23677}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Constellation', 'id': 25021}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 25022}, {'name': 'Sofinergie 2', 'id': 25023}, {'name': 'Investimage 2', 'id': 25024}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",4/17/1991,1794187,99,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,A futuristic comic feast.,Delicatessen,FALSE,7.4,320
1600,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,tt0101765,fr,La double vie de Véronique,"Veronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Veronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Veronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",9.661817,/CuBNIdRCfFbTQTZtK0G99mxI42.jpg,"[{'name': 'Canal+', 'id': 5358}, {'name': 'Zespól Filmowy ""Tor""', 'id': 7984}, {'name': 'Norsk Film', 'id': 12984}, {'name': 'Sidéral Productions', 'id': 63751}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",5/15/1991,1999955,97,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,"Each of us is matched somewhere in the world, by our exact double - someone who shares our thoughts and dreams",The Double Life of Veronique,FALSE,7.3,154
26561,FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,tt0101811,en,Enchanted April,"Based on Elizabeth Von Arnim's novel, four Englishwomen rent an Italian villa on holiday.",2.400185,/tLZQ9pv6gHdVgXdkmzUQzacFS2g.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'BBC Films', 'id': 288}, {'name': 'Greenpoint Films', 'id': 12918}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11/6/1991,13200170,89,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"It's April in Italy, and anything can happen...even love.",Enchanted April,FALSE,6.9,25
975,FALSE,,935000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,tt0050825,en,Paths of Glory,"During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax (Kirk Douglas), to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.",8.548518,/f3DEXseCs3WBtvCv9pVPCtoluuG.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Bryna Productions', 'id': 611}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/18/1957,0,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,It explodes in the no-man's land no picture ever dared cross before!,Paths of Glory,FALSE,8.2,565
18129,FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt0099703,en,The Grifters,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.",10.809693,/uyaZkvfe907W8zH6QonaFjPxJ63.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Cineplex-Odeon Films', 'id': 5231}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/14/1990,13446769,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Seduction. Betrayal. Murder. Who's conning who?,The Grifters,FALSE,6.5,112
54405,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,tt0102014,en,Hear My Song,"Singer Josef Locke fled to Ireland 25 years ago to escape the clutches of the tax man and police Chief Jim Abbott. What he also left behind was the love of his life Cathleen Doyle. Now, Micky O’Neill is desperate to save both his ailing Liverpool nightclub ‘Heartly’s’ and his failing relationship with the beautiful Nancy, Cathleen’s daughter. The solution? Book the infamous Josef Locke.",0.003977,/sg0SmGCtFcfWUWnVsOdhDRjCItM.jpg,"[{'name': 'Miramax Films', 'id': 14}]",[],12/27/1991,0,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's definitely magic in the air,Hear My Song,FALSE,4.1,4
150823,FALSE,,0,"[{'id': 37, 'name': 'Western'}]",,tt0120121,en,The Shooter,"The story is of a small town in the early west and of a 'shooter' of reputation that drifts into it and stands up to the controlling family that runs it. But far from a John Wayne, this hero is caught and brutally beaten and left to die, only to be saved by a prostitute that has also suffered under the hand of this group of desperados. The only one possible to stand up to the shooter is another solitary man who joins with the notorious family although he is deputized as the town's sherif.",0.112249,/vjG4mxkTw9Ftrf1Yv87dl0Sadim.jpg,"[{'name': 'Royal Oaks Entertainment', 'id': 953}, {'name': 'Cabin Fever Entertainment', 'id': 21304}, {'name': 'Amritraj / Stevens Entertainment', 'id': 40644}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/23/1997,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Shooter,FALSE,5,1
409,FALSE,,27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,tt0116209,en,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",15.564161,/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Tiger Moth Productions', 'id': 12204}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11/14/1996,231976425,162,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"In love, there are no boundaries.",The English Patient,FALSE,7,559
38251,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,tt0102426,it,Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there. Actually, the island isn't deserted and when the Greeks understand that those Italians are harmless, they came out of their hiding places in the mountains and continue their peaceful lives. Soon the soldiers discover that being left behind in a God-forgotten Greek island isn't such a bad thing, after all...",5.557759,/zn2nfy87gqCt4uZ7m3Azs16EFRX.jpg,"[{'name': 'Penta Films', 'id': 6651}, {'name': 'Silvio Berlusconi Communications', 'id': 8694}, {'name': 'A.M.A. Film', 'id': 17087}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1/31/1991,4532791,96,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,On a magical Greek island a soldier is about to discover that it is better to make love instead of war,Mediterraneo,FALSE,7.4,157
10161,FALSE,,645180,"[{'id': 18, 'name': 'Drama'}]",,tt0097937,en,My Left Foot: The Story of Christy Brown,"In this true story told through flashbacks, Christy Brown is born with crippling cerebral palsy into a poor, working-class Irish family. Able only to control movement in his left foot and to speak in guttural sounds, he is mistakenly believed to be retarded for the first ten years of his life.",5.841931,/2Tvw127Ei8VnJCwK7K7aSEUW3uX.jpg,"[{'name': 'Ferndale Films', 'id': 1468}, {'name': 'Granada Television', 'id': 14063}, {'name': 'Radio Telefís Éireann (RTÉ)', 'id': 40605}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/21/1989,14743391,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A film about life, laughter, and the occasional miracle.",My Left Foot: The Story of Christy Brown,FALSE,7.5,208
1412,FALSE,,1200000,"[{'id': 18, 'name': 'Drama'}]",,tt0098724,en,"Sex, Lies, and Videotape",A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,12.293656,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Outlaw Productions', 'id': 889}, {'name': 'Virgin', 'id': 1419}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/18/1989,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Sex, Lies, and Videotape",FALSE,6.7,188
41768,FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,tt0105107,en,Passion Fish,"Soap actress May-Alice Culhane is paralyzed from the waist down in an accident. She returns to her old home in Louisiana, where she proceeds to drink quite steadily and to drive away five personal attendants in the first twenty minutes of the movie. Then she meets with Chantelle, whose stubbornness matches her own -- if only because Chantelle, herself a recovering cocaine addict, cannot afford to lose this job. Their mutual dislike gradually develops into an armed truce as the two women deal with their own problems and with each others'.",5.367604,/xiDasTZfOZ0jEZ6O3NiapeVzUIV.jpg,"[{'name': 'Atchafalaya', 'id': 36289}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/11/1992,0,135,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Passion Fish,FALSE,6.7,7
10409,FALSE,,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0105488,en,Strictly Ballroom,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",3.233531,/ulA2RUGNvrwxbLDVUwxyB2eBl6P.jpg,"[{'name': 'Beyond Films', 'id': 2081}, {'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}, {'name': 'M & A', 'id': 62139}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",8/20/1992,33946224,94,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A life lived in fear... ...is a life half lived,Strictly Ballroom,FALSE,6.2,83
14285,FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",,tt0096257,en,The Thin Blue Line,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,5.070224,/xFN3xPDzN4O7oIBmxnLIh8VROIw.jpg,"[{'name': 'Third Floor Productions', 'id': 49628}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/28/1988,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A softcore movie, Dr. Death, a chocolate milkshake, a nosey blonde and ""The Carol Burnett Show."" Solving this mystery is going to be murder.",The Thin Blue Line,FALSE,7.9,109
2469,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0101026,es,¡Átame!,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",10.788319,/t8oYWntv459ZWnQhEOc9oQKW6pA.jpg,"[{'name': 'El Deseo', 'id': 49}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",12/12/1989,0,111,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,A love story... With strings attached!,Tie Me Up! Tie Me Down!,FALSE,7,102
10174,FALSE,,4,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",http://www.madonna.com,tt0102370,en,Madonna: Truth or Dare,"From the rain of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the music performer, from a prayer circle with the dancers before each performance to bed games with the dance troupe afterwards.",1.325299,/gGl1TvzDzrfA5HhRQwvwzW55CXv.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Artisan Entertainment', 'id': 2188}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/10/1991,29,119,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Madonna: Truth or Dare,FALSE,6.3,32
31225,FALSE,,500000,"[{'id': 99, 'name': 'Documentary'}]",,tt0100332,en,Paris is Burning,"A chronicle of New York City's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",4.101295,/UeNcbdtVcBZk0ggUBVaXwO2Dbe.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/13/1990,3779620,71,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Having a ball... Wish you were here.,Paris is Burning,FALSE,8.2,67
510,FALSE,,3000000,"[{'id': 18, 'name': 'Drama'}]",,tt0073486,en,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",35.529554,/2Sns5oMb356JNdBHgBETjIpRYy9.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/18/1975,108981275,133,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,FALSE,8.3,3001
11455,FALSE,"{'id': 33071, 'name': 'Cheech & Chong Collection', 'poster_path': '/mI9ggvzjaDIGN1qcrM9fvATHVmZ.jpg', 'backdrop_path': '/tJqD18aCja9kNpZ1W2r5gZK2qdq.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,tt0078446,en,Up in Smoke,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",7.194364,/cBbgz13sfqRMgu2neJYKAJ0xmx5.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1978,41590893,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The movie that'll have you rolling in the aisles.,Up in Smoke,FALSE,6.7,201
1891,FALSE,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,tt0080684,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",19.470959,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/17/1980,538400000,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Adventure Continues...,The Empire Strikes Back,FALSE,8.2,5998
